id,run_id,timeStep,corridorRecommended
8,0,901,51
8,0,926,51
8,0,951,51
8,0,976,51
8,0,1001,51
8,0,1026,51
8,0,1051,31
8,0,1076,31
8,0,1101,31
8,0,1126,31
8,0,1151,31
8,0,1176,51
8,0,1201,51
8,0,1226,51
8,0,1251,51
8,0,1276,51
8,0,1301,51
9,0,26,31
9,0,51,31
9,0,76,51
9,0,101,51
9,0,126,51
9,0,151,51
9,0,176,31
9,0,201,31
9,0,226,31
9,0,251,31
9,0,276,31
9,0,301,31
9,0,326,31
9,0,351,51
9,0,376,51
9,0,401,51
9,0,426,51
9,0,451,51
9,0,476,51
9,0,501,31
9,0,526,31
9,0,551,31
9,0,576,31
9,0,601,31
9,0,626,31
9,0,651,51
9,0,676,51
9,0,701,51
9,0,726,51
9,0,751,51
9,0,776,31
9,0,801,31
9,0,826,31
9,0,851,31
9,0,876,31
9,0,901,31
9,0,926,51
9,0,951,51
9,0,976,51
9,0,1001,51
9,0,1026,51
9,0,1051,31
9,0,1076,31
9,0,1101,31
9,0,1126,31
9,0,1151,51
9,0,1176,51
9,0,1201,51
9,0,1226,51
9,0,1251,51
9,0,1276,51
9,0,1301,51
10,0,26,11
10,0,51,31
10,0,76,31
10,0,101,51
10,0,126,51
10,0,151,51
10,0,176,51
10,0,201,51
10,0,226,31
10,0,251,31
10,0,276,31
10,0,301,31
10,0,326,31
10,0,351,51
10,0,376,51
10,0,401,51
10,0,426,51
10,0,451,51
10,0,476,51
10,0,501,31
10,0,526,31
10,0,551,31
10,0,576,31
10,0,601,31
10,0,626,31
10,0,651,51
10,0,676,51
10,0,701,51
10,0,726,51
10,0,751,51
10,0,776,51
10,0,801,31
10,0,826,31
10,0,851,31
10,0,876,31
10,0,901,51
10,0,926,51
10,0,951,51
10,0,976,51
10,0,1001,51
10,0,1026,31
10,0,1051,31
10,0,1076,31
10,0,1101,31
10,0,1126,31
10,0,1151,51
10,0,1176,51
10,0,1201,51
10,0,1226,51
10,0,1251,51
10,0,1276,31
10,0,1301,31
11,0,26,11
11,0,51,31
11,0,76,51
11,0,101,51
11,0,126,51
11,0,151,31
11,0,176,31
11,0,201,31
11,0,226,51
11,0,251,51
11,0,276,51
11,0,301,51
11,0,326,51
11,0,351,31
11,0,376,31
11,0,401,31
11,0,426,31
11,0,451,31
11,0,476,31
11,0,501,31
11,0,526,51
11,0,551,51
11,0,576,51
11,0,601,51
11,0,626,51
11,0,651,51
11,0,676,31
11,0,701,31
11,0,726,31
11,0,751,31
11,0,776,31
11,0,801,51
11,0,826,51
11,0,851,51
11,0,876,51
11,0,901,51
11,0,926,31
11,0,951,31
11,0,976,31
11,0,1001,31
11,0,1026,31
11,0,1051,51
11,0,1076,51
11,0,1101,51
11,0,1126,51
11,0,1151,51
11,0,1176,51
11,0,1201,31
11,0,1226,31
11,0,1251,31
11,0,1276,31
11,0,1301,31
12,0,26,11
12,0,51,31
12,0,76,51
12,0,101,51
12,0,126,51
12,0,151,51
12,0,176,31
12,0,201,31
12,0,226,31
12,0,251,31
12,0,276,31
12,0,301,51
12,0,326,51
12,0,351,51
12,0,376,51
12,0,401,51
12,0,426,31
12,0,451,31
12,0,476,31
12,0,501,31
12,0,526,31
12,0,551,51
12,0,576,51
12,0,601,51
12,0,626,51
12,0,651,51
12,0,676,31
12,0,701,31
12,0,726,31
12,0,751,31
12,0,776,31
12,0,801,51
12,0,826,51
12,0,851,51
12,0,876,51
12,0,901,51
12,0,926,51
12,0,951,31
12,0,976,31
12,0,1001,31
12,0,1026,31
12,0,1051,31
12,0,1076,31
12,0,1101,51
12,0,1126,51
12,0,1151,51
12,0,1176,51
12,0,1201,51
12,0,1226,51
12,0,1251,51
12,0,1276,31
12,0,1301,31
13,0,26,31
13,0,51,51
13,0,76,51
13,0,101,51
13,0,126,51
13,0,151,31
13,0,176,31
13,0,201,31
13,0,226,31
13,0,251,31
13,0,276,51
13,0,301,51
13,0,326,51
13,0,351,51
13,0,376,51
13,0,401,31
13,0,426,31
13,0,451,31
13,0,476,31
13,0,501,31
13,0,526,31
13,0,551,51
13,0,576,51
13,0,601,51
13,0,626,51
13,0,651,51
13,0,676,51
13,0,701,31
13,0,726,31
13,0,751,31
13,0,776,31
13,0,801,31
13,0,826,31
13,0,851,51
13,0,876,51
13,0,901,51
13,0,926,51
13,0,951,51
13,0,976,51
13,0,1001,31
13,0,1026,31
13,0,1051,31
13,0,1076,31
13,0,1101,31
13,0,1126,31
13,0,1151,51
13,0,1176,51
13,0,1201,51
13,0,1226,51
13,0,1251,51
13,0,1276,51
13,0,1301,31
14,0,26,31
14,0,51,31
14,0,76,51
14,0,101,51
14,0,126,51
14,0,151,51
14,0,176,51
14,0,201,31
14,0,226,31
14,0,251,31
14,0,276,31
14,0,301,31
14,0,326,51
14,0,351,51
14,0,376,51
14,0,401,51
14,0,426,31
14,0,451,51
14,0,476,31
14,0,501,31
14,0,526,31
14,0,551,31
14,0,576,31
14,0,601,51
14,0,626,51
14,0,651,51
14,0,676,51
14,0,701,51
14,0,726,51
14,0,751,31
14,0,776,31
14,0,801,31
14,0,826,31
14,0,851,31
14,0,876,31
14,0,901,51
14,0,926,51
14,0,951,51
14,0,976,51
14,0,1001,51
14,0,1026,51
14,0,1051,31
14,0,1076,31
14,0,1101,31
14,0,1126,31
14,0,1151,31
14,0,1176,31
14,0,1201,51
14,0,1226,51
14,0,1251,51
14,0,1276,51
14,0,1301,51
15,0,26,11
15,0,51,31
15,0,76,51
15,0,101,51
15,0,126,51
15,0,151,51
15,0,176,31
15,0,201,31
15,0,226,31
15,0,251,31
15,0,276,51
15,0,301,51
15,0,326,51
15,0,351,51
15,0,376,31
15,0,401,31
15,0,426,31
15,0,451,31
15,0,476,31
15,0,501,51
15,0,526,51
15,0,551,51
15,0,576,51
15,0,601,51
15,0,626,31
15,0,651,31
15,0,676,31
15,0,701,31
15,0,726,31
15,0,751,31
15,0,776,51
15,0,801,51
15,0,826,51
15,0,851,51
15,0,876,51
15,0,901,31
15,0,926,31
15,0,951,31
15,0,976,31
15,0,1001,31
15,0,1026,31
15,0,1051,51
15,0,1076,51
15,0,1101,51
15,0,1126,51
15,0,1151,51
15,0,1176,31
15,0,1201,31
15,0,1226,31
15,0,1251,31
15,0,1276,31
15,0,1301,51
16,0,26,11
