id,run_id,"('Parameter', 'vadere', 'fixedSeed')","('Parameter', 'vadere', 'reactionProbabilities.[stimulusId==-400].reactionProbability')","('MetaInfo', 'required_wallclock_time')","('MetaInfo', 'return_code')"
159,0,85588,0.5,146.47064065933228,0
160,0,76618,0.5,151.9833426475525,0
161,0,42558,0.5,154.80171632766724,0
162,0,65788,0.5,147.8223774433136,0
163,0,20503,0.5,151.71232628822327,0
164,0,29400,0.5,142.85748887062073,0
165,0,54116,0.5,151.56787705421448,0
166,0,31245,0.5,149.63997745513916,0
167,0,4840,0.5,158.16668486595154,0
168,0,4162,0.5,153.15359902381897,0
169,0,65091,0.5,143.31513142585754,0
170,0,39475,0.5,148.56807613372803,0
171,0,79519,0.5,147.27448678016663,0
172,0,86232,0.5,154.76016497612,0
173,0,9442,0.5,148.84086775779724,0
174,0,69925,0.5,145.94557237625122,0
175,0,10611,0.5,148.4884650707245,0
176,0,19620,0.5,148.84315371513367,0
177,0,50387,0.5,148.80190300941467,0
178,0,74349,0.5,149.28329992294312,0
179,0,49044,0.5,148.67061114311218,0
180,0,78815,0.5,142.3596911430359,0
181,0,19617,0.5,137.48446607589722,0
182,0,14801,0.5,129.93593978881836,0
183,0,12663,0.5,104.91829299926758,0
184,0,57875,0.5,133.68467688560486,0
185,0,21806,0.5,149.44373726844788,0
186,0,25026,0.5,135.0113570690155,0
187,0,45703,0.5,130.0896463394165,0
188,0,56785,0.5,104.2248957157135,0
189,0,54275,0.5,132.80494737625122,0
190,0,58407,0.5,144.788804769516,0
191,0,32176,0.5,134.4981198310852,0
192,0,89233,0.5,136.25177311897278,0
193,0,36006,0.5,136.4411382675171,0
194,0,18811,0.5,128.75076532363892,0
195,0,80905,0.5,146.22176957130432,0
196,0,68401,0.5,133.18253231048584,0
197,0,23392,0.5,134.18722414970398,0
198,0,15661,0.5,132.59029388427734,0
199,0,35000,0.5,125.53597116470337,0
