Controller,reactionProbability,1
ClosedLoop,0.5,-11.331847155933929
ClosedLoop,1.0,-10.178506362709742
NoController,1.0,-33.97079663409735
OpenLoop,0.5,-20.274170326246082
OpenLoop,1.0,-3.9928739213745796
