id,run_id,timeStep,numberPedsInformed-PID12,numberPedsAll-PID12,percentageInformed-PID12
41,0,1.2000000000000028,43,74,0.581081081081081
41,0,1.6000000000000083,43,74,0.581081081081081
41,0,2.0,75,75,1.0
42,0,0.0,0,52,0.0
42,0,0.4000000000000057,0,52,0.0
42,0,0.8000000000000114,0,52,0.0
42,0,1.2000000000000028,28,52,0.5384615384615384
42,0,1.6000000000000083,28,53,0.5283018867924528
42,0,2.0,53,53,1.0
43,0,0.0,0,76,0.0
43,0,0.4000000000000057,0,76,0.0
43,0,0.8000000000000114,0,76,0.0
43,0,1.2000000000000028,50,76,0.6578947368421053
43,0,1.6000000000000083,50,76,0.6578947368421053
43,0,2.0,77,77,1.0
44,0,0.0,0,43,0.0
44,0,0.4000000000000057,0,44,0.0
44,0,0.8000000000000114,0,44,0.0
44,0,1.2000000000000028,31,44,0.7045454545454546
44,0,1.6000000000000083,31,44,0.7045454545454546
44,0,2.0,44,44,1.0
45,0,0.0,0,64,0.0
45,0,0.4000000000000057,0,64,0.0
45,0,0.8000000000000114,0,64,0.0
45,0,1.2000000000000028,37,64,0.578125
45,0,1.6000000000000083,37,64,0.578125
45,0,2.0,64,64,1.0
46,0,0.0,0,58,0.0
46,0,0.4000000000000057,0,58,0.0
46,0,0.8000000000000114,0,58,0.0
46,0,1.2000000000000028,35,58,0.603448275862069
46,0,1.6000000000000083,35,58,0.603448275862069
46,0,2.0,59,59,1.0
47,0,0.0,0,88,0.0
47,0,0.4000000000000057,0,89,0.0
47,0,0.8000000000000114,0,89,0.0
47,0,1.2000000000000028,52,89,0.5842696629213483
47,0,1.6000000000000083,52,89,0.5842696629213483
47,0,2.0,91,91,1.0
48,0,0.0,0,36,0.0
48,0,0.4000000000000057,0,36,0.0
48,0,0.8000000000000114,0,36,0.0
48,0,1.2000000000000028,15,36,0.4166666666666667
48,0,1.6000000000000083,15,36,0.4166666666666667
48,0,2.0,36,36,1.0
49,0,0.0,0,59,0.0
49,0,0.4000000000000057,0,59,0.0
49,0,0.8000000000000114,0,59,0.0
49,0,1.2000000000000028,37,61,0.6065573770491803
49,0,1.6000000000000083,36,60,0.6
49,0,2.0,60,60,1.0
50,0,0.0,0,56,0.0
50,0,0.4000000000000057,0,56,0.0
50,0,0.8000000000000114,0,56,0.0
50,0,1.2000000000000028,33,56,0.5892857142857143
50,0,1.6000000000000083,33,56,0.5892857142857143
50,0,2.0,56,56,1.0
51,0,0.0,0,94,0.0
51,0,0.4000000000000057,0,94,0.0
51,0,0.8000000000000114,0,94,0.0
51,0,1.2000000000000028,64,95,0.6736842105263158
51,0,1.6000000000000083,64,95,0.6736842105263158
51,0,2.0,95,95,1.0
52,0,0.0,0,37,0.0
52,0,0.4000000000000057,0,37,0.0
52,0,0.8000000000000114,0,36,0.0
52,0,1.2000000000000028,19,36,0.5277777777777778
52,0,1.6000000000000083,19,36,0.5277777777777778
52,0,2.0,37,37,1.0
53,0,0.0,0,87,0.0
53,0,0.4000000000000057,0,87,0.0
53,0,0.8000000000000114,0,87,0.0
53,0,1.2000000000000028,49,87,0.5632183908045977
53,0,1.6000000000000083,49,87,0.5632183908045977
53,0,2.0,88,88,1.0
54,0,0.0,0,82,0.0
54,0,0.4000000000000057,0,83,0.0
54,0,0.8000000000000114,0,83,0.0
54,0,1.2000000000000028,47,83,0.5662650602409639
54,0,1.6000000000000083,47,83,0.5662650602409639
54,0,2.0,83,83,1.0
55,0,0.0,0,91,0.0
55,0,0.4000000000000057,0,93,0.0
55,0,0.8000000000000114,0,93,0.0
55,0,1.2000000000000028,52,93,0.5591397849462365
55,0,1.6000000000000083,52,93,0.5591397849462365
55,0,2.0,93,93,1.0
56,0,0.0,0,20,0.0
56,0,0.4000000000000057,0,20,0.0
56,0,0.8000000000000114,0,20,0.0
56,0,1.2000000000000028,14,20,0.7
56,0,1.6000000000000083,14,20,0.7
56,0,2.0,21,21,1.0
57,0,0.0,0,70,0.0
57,0,0.4000000000000057,0,70,0.0
57,0,0.8000000000000114,0,69,0.0
57,0,1.2000000000000028,46,70,0.6571428571428571
57,0,1.6000000000000083,46,70,0.6571428571428571
57,0,2.0,72,72,1.0
58,0,0.0,0,40,0.0
58,0,0.4000000000000057,0,40,0.0
58,0,0.8000000000000114,0,40,0.0
58,0,1.2000000000000028,23,41,0.5609756097560976
58,0,1.6000000000000083,23,41,0.5609756097560976
58,0,2.0,41,41,1.0
59,0,0.0,0,78,0.0
59,0,0.4000000000000057,0,78,0.0
59,0,0.8000000000000114,0,78,0.0
59,0,1.2000000000000028,47,78,0.6025641025641025
59,0,1.6000000000000083,47,79,0.5949367088607594
59,0,2.0,80,80,1.0
60,0,0.0,0,33,0.0
60,0,0.4000000000000057,0,33,0.0
60,0,0.8000000000000114,0,33,0.0
60,0,1.2000000000000028,21,33,0.6363636363636364
60,0,1.6000000000000083,21,33,0.6363636363636364
60,0,2.0,30,33,0.9090909090909092
60,0,2.4000000000000057,30,33,0.9090909090909092
60,0,2.800000000000012,30,33,0.9090909090909092
60,0,3.200000000000003,33,33,1.0
61,0,0.0,0,66,0.0
61,0,0.4000000000000057,0,66,0.0
61,0,0.8000000000000114,0,66,0.0
61,0,1.2000000000000028,39,67,0.582089552238806
61,0,1.6000000000000083,39,67,0.582089552238806
61,0,2.0,67,67,1.0
62,0,0.0,0,45,0.0
62,0,0.4000000000000057,0,47,0.0
62,0,0.8000000000000114,0,47,0.0
62,0,1.2000000000000028,27,47,0.574468085106383
62,0,1.6000000000000083,27,47,0.574468085106383
62,0,2.0,47,47,1.0
63,0,0.0,0,98,0.0
63,0,0.4000000000000057,0,98,0.0
63,0,0.8000000000000114,0,98,0.0
63,0,1.2000000000000028,60,98,0.6122448979591837
63,0,1.6000000000000083,60,99,0.6060606060606061
63,0,2.0,101,101,1.0
64,0,0.0,0,26,0.0
64,0,0.4000000000000057,0,26,0.0
64,0,0.8000000000000114,0,26,0.0
64,0,1.2000000000000028,13,26,0.5
64,0,1.6000000000000083,13,26,0.5
64,0,2.0,26,26,1.0
65,0,0.0,0,77,0.0
65,0,0.4000000000000057,0,78,0.0
65,0,0.8000000000000114,0,78,0.0
65,0,1.2000000000000028,49,79,0.620253164556962
65,0,1.6000000000000083,49,79,0.620253164556962
65,0,2.0,81,81,1.0
66,0,0.0,0,44,0.0
66,0,0.4000000000000057,0,44,0.0
66,0,0.8000000000000114,0,44,0.0
66,0,1.2000000000000028,26,44,0.5909090909090909
66,0,1.6000000000000083,26,44,0.5909090909090909
66,0,2.0,43,43,1.0
67,0,0.0,0,78,0.0
67,0,0.4000000000000057,0,78,0.0
67,0,0.8000000000000114,0,78,0.0
67,0,1.2000000000000028,47,79,0.5949367088607594
67,0,1.6000000000000083,47,79,0.5949367088607594
67,0,2.0,80,80,1.0
68,0,0.0,0,48,0.0
68,0,0.4000000000000057,0,49,0.0
68,0,0.8000000000000114,0,49,0.0
68,0,1.2000000000000028,26,49,0.5306122448979592
68,0,1.6000000000000083,26,49,0.5306122448979592
68,0,2.0,49,49,1.0
69,0,0.0,0,74,0.0
69,0,0.4000000000000057,0,74,0.0
69,0,0.8000000000000114,0,75,0.0
69,0,1.2000000000000028,42,76,0.5526315789473685
69,0,1.6000000000000083,42,76,0.5526315789473685
69,0,2.0,76,76,1.0
70,0,0.0,0,76,0.0
70,0,0.4000000000000057,0,76,0.0
70,0,0.8000000000000114,0,76,0.0
70,0,1.2000000000000028,53,76,0.6973684210526315
70,0,1.6000000000000083,53,76,0.6973684210526315
70,0,2.0,76,76,1.0
71,0,0.0,0,90,0.0
71,0,0.4000000000000057,0,91,0.0
71,0,0.8000000000000114,0,91,0.0
71,0,1.2000000000000028,51,92,0.5543478260869565
71,0,1.6000000000000083,51,93,0.5483870967741935
71,0,2.0,95,95,1.0
72,0,0.0,0,28,0.0
72,0,0.4000000000000057,0,28,0.0
72,0,0.8000000000000114,0,27,0.0
72,0,1.2000000000000028,20,27,0.7407407407407407
72,0,1.6000000000000083,20,27,0.7407407407407407
72,0,2.0,27,27,1.0
73,0,0.0,0,72,0.0
73,0,0.4000000000000057,0,72,0.0
73,0,0.8000000000000114,0,72,0.0
73,0,1.2000000000000028,50,72,0.6944444444444444
73,0,1.6000000000000083,50,72,0.6944444444444444
73,0,2.0,73,73,1.0
74,0,0.0,0,45,0.0
74,0,0.4000000000000057,0,46,0.0
74,0,0.8000000000000114,0,45,0.0
74,0,1.2000000000000028,26,46,0.5652173913043478
74,0,1.6000000000000083,26,46,0.5652173913043478
74,0,2.0,47,47,1.0
75,0,0.0,0,96,0.0
75,0,0.4000000000000057,0,96,0.0
75,0,0.8000000000000114,0,97,0.0
75,0,1.2000000000000028,58,97,0.5979381443298969
75,0,1.6000000000000083,58,98,0.5918367346938775
75,0,2.0,90,98,0.9183673469387756
75,0,2.4000000000000057,90,99,0.9090909090909092
75,0,2.800000000000012,90,100,0.9
75,0,3.200000000000003,100,100,1.0
76,0,0.0,0,38,0.0
76,0,0.4000000000000057,0,38,0.0
76,0,0.8000000000000114,0,39,0.0
76,0,1.2000000000000028,26,39,0.6666666666666666
76,0,1.6000000000000083,26,40,0.65
76,0,2.0,41,41,1.0
77,0,0.0,0,63,0.0
77,0,0.4000000000000057,0,63,0.0
77,0,0.8000000000000114,0,63,0.0
77,0,1.2000000000000028,35,63,0.5555555555555556
77,0,1.6000000000000083,35,65,0.5384615384615384
77,0,2.0,65,65,1.0
78,0,0.0,0,57,0.0
78,0,0.4000000000000057,0,57,0.0
78,0,0.8000000000000114,0,57,0.0
78,0,1.2000000000000028,32,57,0.5614035087719298
78,0,1.6000000000000083,32,57,0.5614035087719298
78,0,2.0,58,58,1.0
79,0,0.0,0,86,0.0
79,0,0.4000000000000057,0,86,0.0
79,0,0.8000000000000114,0,86,0.0
79,0,1.2000000000000028,55,86,0.6395348837209303
79,0,1.6000000000000083,54,85,0.6352941176470588
79,0,2.0,85,86,0.9883720930232558
80,0,0.0,0,40,0.0
80,0,0.4000000000000057,0,41,0.0
80,0,0.8000000000000114,0,40,0.0
80,0,1.2000000000000028,28,40,0.7
80,0,1.6000000000000083,28,40,0.7
80,0,2.0,40,40,1.0
81,0,0.0,0,75,0.0
81,0,0.4000000000000057,0,76,0.0
81,0,0.8000000000000114,0,77,0.0
81,0,1.2000000000000028,54,77,0.7012987012987013
81,0,1.6000000000000083,54,77,0.7012987012987013
81,0,2.0,78,78,1.0
82,0,0.0,0,50,0.0
82,0,0.4000000000000057,0,50,0.0
82,0,0.8000000000000114,0,52,0.0
82,0,1.2000000000000028,27,53,0.5094339622641509
82,0,1.6000000000000083,27,53,0.5094339622641509
82,0,2.0,54,54,1.0
83,0,0.0,0,89,0.0
83,0,0.4000000000000057,0,89,0.0
83,0,0.8000000000000114,0,89,0.0
83,0,1.2000000000000028,54,90,0.6
83,0,1.6000000000000083,54,90,0.6
83,0,2.0,91,91,1.0
84,0,0.0,0,47,0.0
84,0,0.4000000000000057,0,47,0.0
84,0,0.8000000000000114,0,47,0.0
84,0,1.2000000000000028,37,47,0.7872340425531915
84,0,1.6000000000000083,37,47,0.7872340425531915
84,0,2.0,47,47,1.0
85,0,0.0,0,82,0.0
85,0,0.4000000000000057,0,82,0.0
85,0,0.8000000000000114,0,82,0.0
85,0,1.2000000000000028,51,82,0.6219512195121951
85,0,1.6000000000000083,51,84,0.6071428571428571
85,0,2.0,84,84,1.0
86,0,0.0,0,67,0.0
86,0,0.4000000000000057,0,66,0.0
86,0,0.8000000000000114,0,66,0.0
86,0,1.2000000000000028,47,66,0.7121212121212122
86,0,1.6000000000000083,47,66,0.7121212121212122
86,0,2.0,66,66,1.0
87,0,0.0,0,97,0.0
87,0,0.4000000000000057,0,98,0.0
87,0,0.8000000000000114,0,98,0.0
87,0,1.2000000000000028,53,99,0.5353535353535354
87,0,1.6000000000000083,53,99,0.5353535353535354
87,0,2.0,99,99,1.0
88,0,0.0,0,23,0.0
88,0,0.4000000000000057,0,23,0.0
88,0,0.8000000000000114,0,23,0.0
88,0,1.2000000000000028,13,23,0.5652173913043478
88,0,1.6000000000000083,13,24,0.5416666666666666
88,0,2.0,24,24,1.0
89,0,0.0,0,59,0.0
89,0,0.4000000000000057,0,59,0.0
89,0,0.8000000000000114,0,60,0.0
89,0,1.2000000000000028,43,60,0.7166666666666667
89,0,1.6000000000000083,43,60,0.7166666666666667
89,0,2.0,62,62,1.0
90,0,0.0,0,43,0.0
90,0,0.4000000000000057,0,43,0.0
90,0,0.8000000000000114,0,43,0.0
90,0,1.2000000000000028,25,45,0.5555555555555556
90,0,1.6000000000000083,25,45,0.5555555555555556
90,0,2.0,45,45,1.0
91,0,0.0,0,85,0.0
91,0,0.4000000000000057,0,85,0.0
91,0,0.8000000000000114,0,85,0.0
91,0,1.2000000000000028,53,85,0.6235294117647059
91,0,1.6000000000000083,53,85,0.6235294117647059
91,0,2.0,88,88,1.0
92,0,0.0,0,36,0.0
92,0,0.4000000000000057,0,36,0.0
92,0,0.8000000000000114,0,36,0.0
92,0,1.2000000000000028,18,36,0.5
92,0,1.6000000000000083,18,36,0.5
92,0,2.0,37,37,1.0
93,0,0.0,0,83,0.0
93,0,0.4000000000000057,0,83,0.0
93,0,0.8000000000000114,0,83,0.0
93,0,1.2000000000000028,48,83,0.5783132530120482
93,0,1.6000000000000083,48,83,0.5783132530120482
93,0,2.0,84,84,1.0
94,0,0.0,0,53,0.0
94,0,0.4000000000000057,0,53,0.0
94,0,0.8000000000000114,0,53,0.0
94,0,1.2000000000000028,33,53,0.6226415094339622
94,0,1.6000000000000083,33,53,0.6226415094339622
94,0,2.0,54,54,1.0
95,0,0.0,0,96,0.0
95,0,0.4000000000000057,0,96,0.0
95,0,0.8000000000000114,0,96,0.0
95,0,1.2000000000000028,54,96,0.5625
95,0,1.6000000000000083,54,97,0.5567010309278351
95,0,2.0,98,98,1.0
96,0,0.0,0,26,0.0
96,0,0.4000000000000057,0,26,0.0
96,0,0.8000000000000114,0,26,0.0
96,0,1.2000000000000028,13,26,0.5
96,0,1.6000000000000083,13,26,0.5
96,0,2.0,26,26,1.0
97,0,0.0,0,70,0.0
97,0,0.4000000000000057,0,70,0.0
97,0,0.8000000000000114,0,70,0.0
97,0,1.2000000000000028,42,72,0.5833333333333334
97,0,1.6000000000000083,42,72,0.5833333333333334
97,0,2.0,72,72,1.0
98,0,0.0,0,46,0.0
98,0,0.4000000000000057,0,46,0.0
98,0,0.8000000000000114,0,46,0.0
98,0,1.2000000000000028,24,46,0.5217391304347826
98,0,1.6000000000000083,24,46,0.5217391304347826
98,0,2.0,46,46,1.0
99,0,0.0,0,80,0.0
99,0,0.4000000000000057,0,80,0.0
99,0,0.8000000000000114,0,79,0.0
99,0,1.2000000000000028,54,79,0.6835443037974683
99,0,1.6000000000000083,54,79,0.6835443037974683
99,0,2.0,79,79,1.0
