#CELLSIZE=3.000000,DATACOL=-1,IDXCOL=3,MAP_TYPE=global,NODE_ID=-1,SEP=;,XSIZE=281.135000,YSIZE=233.492000
simtime;x;y;count;measured_t;received_t;source;selection;own_cellnode_id
