timeStep pedestrianId x-PID9 y-PID9
1 1 27.247111261223804 117.78611335019852
1 2 67.99357330440347 115.70456794014311
1 3 93.59505873910008 115.785689031821
1 4 137.93157760161432 118.8377653969763
2 1 27.053361772090682 117.33403120888792
2 2 67.99357330440347 115.30844428571355
2 3 93.78249547914436 115.22337881168814
2 4 138.11178508464928 118.29714294787146
3 1 26.85961228295756 116.88194906757731
3 2 67.99357330440347 114.91232063128399
3 3 93.96993221918862 114.66106859155528
3 4 138.29199256768422 117.75652049876663
4 1 26.665862793824434 116.4298669262667
4 2 67.99357330440347 114.51619697685443
4 3 94.1573689592329 114.09875837142243
4 4 138.46629095906147 117.2143133681004
5 1 26.472113304691316 115.9777847849561
5 2 67.99357330440347 114.12007332242487
5 3 94.34480569927716 113.53644815128958
5 4 138.52225347222003 116.64037129488666
6 1 26.396647427141467 115.46811465649759
6 2 67.99357330440347 113.72394966799531
6 3 94.53224243932144 112.97413793115672
6 4 138.64920210780338 116.08546605606948
7 1 26.249788587340717 114.97655582753036
7 2 67.99357330440347 113.32782601356575
7 3 94.75262090132844 112.41884873292508
7 4 138.8294095908383 115.54484360696465
8 1 26.05651349386354 114.5048144534938
8 2 67.99357330440347 112.9317023591362
8 3 94.96789022282049 111.86247059989239
8 4 139.00961707387327 115.00422115785983
9 1 25.86276400473042 114.05273231218318
9 2 68.07152287013547 112.54656781659368
9 3 95.15650818032071 111.3000160511767
9 4 139.1898245569082 114.463598708755
10 1 25.669014515597294 113.60065017087258
10 2 68.18103517105811 112.16588290023205
10 3 95.3598997570102 110.7357563686896
10 4 139.37003203994317 113.92297625965017
11 1 25.469737848050936 113.13511545025163
11 2 68.19311051481576 111.77146159401163
11 3 95.55127668890428 110.17296471111865
11 4 139.5502395229781 113.38235381054534
12 1 25.26883158485153 112.66561446273506
12 2 68.19916099417911 111.37602958223516
12 3 95.73871342894854 109.61065449098582
12 4 139.73044700601307 112.84173136144052
13 1 25.075082095718408 112.21353232142448
13 2 68.28855625251896 110.99012488236099
13 3 95.92615016899282 109.048344270853
13 4 139.910654489048 112.30110891233569
13 5 32.78621883703704 115.08350340242265
14 1 24.881332606585282 111.76145018011385
14 2 68.35599340854492 110.60171010696563
14 3 96.1135869090371 108.48603405072015
14 4 140.09086197208296 111.76048646323086
14 5 32.476353487207454 114.56698876956592
15 1 24.68758311745216 111.30936803880326
15 2 68.35599340854492 110.20558645253607
15 3 96.30102364908136 107.92372383058732
15 4 140.29124758888682 111.22197635283308
15 5 32.21631847238802 114.03776134130378
16 1 24.493833628319038 110.85728589749266
16 2 68.35599340854492 109.80946279810651
16 3 96.48846038912563 107.36141361045448
16 4 140.49299476568527 110.68360877672076
16 5 31.98623218809717 113.50089334462514
17 1 24.300084139185913 110.40520375618203
17 2 68.35599340854492 109.41333914367695
17 3 96.66845767075941 106.79590712929583
17 4 140.6732022487202 110.14298632761594
17 5 31.756145903806317 112.96402534794649
18 1 24.10633465005279 109.95312161487143
18 2 68.35599340854492 109.01721548924739
18 3 96.80565161127875 106.21201078110253
18 4 140.85340973175516 109.60236387851111
18 5 31.359843725727618 112.50569061321563
19 1 23.912585160919665 109.50103947356082
19 2 68.35599340854492 108.62109183481783
19 3 96.98440016475942 105.64596780106085
19 4 141.0336172147901 109.06174142940628
19 5 31.034346649327226 112.01390206446843
20 1 23.716750300626543 109.0469842402872
20 2 68.35599340854492 108.22496818038827
20 3 97.17183690480368 105.08365758092802
20 4 141.21382469782506 108.52111898030145
20 5 30.785192932019786 111.48431601988197
21 1 23.510881468187673 108.58343527746673
21 2 68.35599340854492 107.82884452595873
21 3 97.35927364484796 104.52134736079519
21 4 141.39403218086 107.98049653119662
21 5 30.400112982153335 111.00664091226884
22 1 23.315037968402496 108.12937186986296
22 2 68.35599340854492 107.43272087152917
22 3 97.54671038489224 103.95903714066236
22 4 141.57423966389496 107.43987408209179
22 5 30.008644052844726 110.53421199316557
23 1 23.121288479269374 107.67728972855237
23 2 68.35599340854492 107.0365972170996
23 3 97.7341471249365 103.39672692052952
23 4 141.75444714692992 106.89925163298697
23 5 29.700212236793213 110.01874782104363
24 1 22.927538990136252 107.22520758724175
24 2 68.35599340854492 106.64047356267004
24 3 97.95242757488678 102.84228499969791
24 4 141.93465462996485 106.35862918388214
24 5 29.53546137076872 109.42771717178205
25 1 22.733789501003127 106.77312544593114
25 2 68.38980860427628 106.24904539345594
25 3 98.17339489412609 102.28657161065432
25 4 142.0778518040628 105.80782494742004
25 5 29.30558199335653 108.89067765059674
26 1 22.540040011870005 106.32104330462055
26 2 68.49773688829477 105.86790836415094
26 3 98.31289202542531 101.70322122443007
26 4 142.1607866226732 105.24044212767008
26 5 29.030469882873486 108.36377078307044
27 1 22.320975544862915 105.87385358391714
27 2 68.55264445629203 105.47940902382548
27 3 98.4955880682139 101.13883036450352
27 4 142.27644716389182 104.67591432695882
27 5 28.745756033632436 107.83898812220382
28 1 22.067652502278428 105.43340035879302
28 2 68.55264445629203 105.08328536939592
28 3 98.68302480825817 100.57652014437068
28 4 142.42171815864143 104.12179186629848
28 5 28.515669749341583 107.30212012552515
29 1 21.7878182350411 104.99907810561689
29 2 68.63548453655179 104.70372973101833
29 3 98.87046154830244 100.01420992423782
29 4 142.6019256416764 103.58116941719365
29 5 28.273761078366952 106.74240890017848
30 1 21.49822254457966 104.57125396427716
30 2 68.75927317856103 104.3323638049906
30 3 99.0578982883467 99.45189970410496
30 4 142.78213312471132 103.04054696808882
30 5 28.04979367414227 106.17158276585721
31 1 21.24640799301782 104.13462171916775
31 2 68.88306182057026 103.9609978789629
31 3 99.20132248883083 98.87008179454207
31 4 142.96234060774628 102.49992451898399
31 5 27.842762378927304 105.59790065566477
32 1 21.05858195807485 103.6788904046567
32 2 69.00374337575855 103.58901053557099
32 3 99.37079699439394 98.29981016851832
32 4 143.14254809078122 101.95930206987916
32 5 27.612676094636452 105.06103265898611
33 1 20.951432500198738 103.17345788650903
33 2 69.00374337575855 103.19288688114143
33 3 99.55823373443823 97.73749994838549
33 4 143.32275557381618 101.41867962077433
33 5 27.3825898103456 104.52416466230744
34 1 20.781623765391373 102.70662692529037
34 2 69.02887828686471 102.80179020893311
34 3 99.74567047448252 97.17518972825265
34 4 143.50296305685112 100.87805717166951
34 5 27.102600397592 104.00868549097108
35 1 20.58787427625825 102.25454478397977
35 2 69.15266692887396 102.4304242829054
35 3 99.93310721452681 96.61287950811982
35 4 143.68317053988608 100.33743472256468
35 5 26.737298065474057 103.52977202579255
36 1 20.394124787125122 101.80246264266914
36 2 69.27645557088319 102.05905835687769
36 3 100.1205439545711 96.05056928798699
36 4 143.863378022921 99.79681227345985
36 5 26.48439696797443 102.97093987196467
37 1 20.200375297992004 101.35038050135854
37 2 69.40024421289243 101.68769243084998
37 3 100.3079806946154 95.48825906785414
37 4 143.9895204042445 99.23925572643087
37 5 26.172414380692555 102.44537859559334
38 1 20.006625808858878 100.89829836004793
38 2 69.48868658767324 101.30919242138286
38 3 100.49541743465969 94.92594884772132
38 4 144.08394863058638 98.67176577339619
38 5 25.85236914015829 101.93286215791535
39 1 19.807483115544915 100.44281857492523
39 2 69.54923731918208 100.92506292608977
39 3 100.68285417470398 94.36363862758849
39 4 144.2641561136213 98.13114332429136
39 5 25.62228285586744 101.39599416123669
40 1 19.59806205335101 99.98086356000364
40 2 69.59194530960357 100.53332579273084
40 3 100.87029091474828 93.80132840745564
40 4 144.4245701278831 97.58021134357027
40 5 25.39219657157659 100.85912616455802
41 1 19.3774608733218 99.52414195140106
41 2 69.62828240573546 100.13887229098022
41 3 101.03337524946386 93.22975593823546
41 4 144.57731173117827 97.02528314751476
41 5 25.16211028728574 100.32225816787935
42 1 19.15086519857519 99.06346420957586
42 2 69.74462325516171 99.76554011640306
42 3 101.15826129640668 92.64365504558907
42 4 144.7575192142132 96.48466069840993
42 5 24.933300803684073 99.78116315075118
